lipid_system,property,chain,type,T_bin,n_values,mean,median,std,min,max,spread_pct,n_sources,n_force_fields,unit
DPPG,thickness_DB,-,computational,25C,1,44.73,44.73,0.0,44.73,44.73,0.0,1,1,A
DPPG,thickness_DB,-,computational,40C,1,40.41,40.41,0.0,40.41,40.41,0.0,1,1,A
DPhyPC,thickness_DB,-,experimental,20C,1,36.3,36.3,0.0,36.3,36.3,0.0,1,0,A
DPhyPC,thickness_DB,-,experimental,30C,1,35.4,35.4,0.0,35.4,35.4,0.0,1,0,A
DPhyPC,thickness_DB,-,experimental,50C,1,34.7,34.7,0.0,34.7,34.7,0.0,1,0,A
DPhyPC,thickness_DB,-,experimental,60C,1,35.2,35.2,0.0,35.2,35.2,0.0,1,0,A
DRPC,thickness_DB,-,computational,60C,3,34.41,34.15,0.3677,34.15,34.93,2.3,1,1,A
DSPC,thickness_DB,-,computational,60C,1,53.9,53.9,0.0,53.9,53.9,0.0,1,1,A
DSPC,thickness_DB,-,computational,65C,1,47.32,47.32,0.0,47.32,47.32,0.0,1,1,A
DSPC,thickness_DB,-,experimental,60C,1,42.2,42.2,0.0,42.2,42.2,0.0,1,0,A
DYPC,thickness_DB,-,computational,60C,3,37.43,37.16,0.3818,37.16,37.97,2.2,1,1,A
ERG:POPC:SM16 (26:51:51),thickness_DB,-,computational,20C,1,48.9,48.9,0.0,48.9,48.9,0.0,1,1,A
ERG:POPC:SM16 (38:45:44),thickness_DB,-,computational,20C,1,50.26,50.26,0.0,50.26,50.26,0.0,1,1,A
PAPC,thickness_DB,-,computational,30C,2,39.665,39.665,0.085,39.58,39.75,0.4,1,1,A
PDPC,thickness_DB,-,computational,30C,2,40.345,40.345,0.015,40.33,40.36,0.1,1,1,A
PILPC,thickness_DB,-,computational,30C,2,40.52,40.52,0.12,40.4,40.64,0.6,1,1,A
POPC,thickness_DB,-,computational,25C,93,42.4545,42.49,2.6759,35.71,55.42,46.4,77,10,A
POPC,thickness_DB,-,computational,30C,46,42.6465,42.15,1.6895,40.38,49.33,21.0,34,6,A
POPC,thickness_DB,-,computational,35C,65,42.612,42.22,1.9067,39.15,47.78,20.3,42,7,A
POPC,thickness_DB,-,computational,40C,36,41.7608,41.93,1.078,39.23,44.15,11.8,6,3,A
POPC,thickness_DB,-,computational,55C,2,42.2,42.2,1.63,40.57,43.83,7.7,2,1,A
POPC,thickness_DB,-,computational,75C,2,41.155,41.155,1.385,39.77,42.54,6.7,2,1,A
POPC,thickness_DB,-,computational,95C,2,39.915,39.915,1.335,38.58,41.25,6.7,2,1,A
POPC,thickness_DB,-,experimental,20C,1,39.8,39.8,0.0,39.8,39.8,0.0,1,0,A
POPC,thickness_DB,-,experimental,30C,1,39.1,39.1,0.0,39.1,39.1,0.0,1,0,A
POPC,thickness_DB,-,experimental,50C,1,37.9,37.9,0.0,37.9,37.9,0.0,1,0,A
POPC,thickness_DB,-,experimental,60C,1,37.7,37.7,0.0,37.7,37.7,0.0,1,0,A
POPC:CER (256:25),thickness_DB,-,computational,35C,2,42.89,42.89,0.23,42.66,43.12,1.1,2,1,A
POPC:CER (4:1),thickness_DB,-,computational,35C,1,43.76,43.76,0.0,43.76,43.76,0.0,1,1,A
POPC:CHOL (100:11),thickness_DB,-,computational,35C,1,42.17,42.17,0.0,42.17,42.17,0.0,1,1,A
POPC:CHOL (100:43),thickness_DB,-,computational,35C,1,45.61,45.61,0.0,45.61,45.61,0.0,1,1,A
POPC:CHOL (100:67),thickness_DB,-,computational,35C,1,46.1,46.1,0.0,46.1,46.1,0.0,1,1,A
POPC:CHOL (13:19),thickness_DB,-,computational,30C,1,44.17,44.17,0.0,44.17,44.17,0.0,1,1,A
POPC:CHOL (13:19),thickness_DB,-,computational,35C,1,42.48,42.48,0.0,42.48,42.48,0.0,1,1,A
POPC:CHOL (15:1),thickness_DB,-,computational,25C,1,41.95,41.95,0.0,41.95,41.95,0.0,1,1,A
POPC:CHOL (15:1),thickness_DB,-,computational,30C,1,42.58,42.58,0.0,42.58,42.58,0.0,1,1,A
POPC:CHOL (19:13),thickness_DB,-,computational,35C,1,47.75,47.75,0.0,47.75,47.75,0.0,1,1,A
POPC:CHOL (1:1),thickness_DB,-,computational,25C,1,47.69,47.69,0.0,47.69,47.69,0.0,1,1,A
POPC:CHOL (1:1),thickness_DB,-,computational,30C,3,47.0467,47.37,0.5741,46.24,47.53,2.7,3,3,A
POPC:CHOL (1:1),thickness_DB,-,computational,35C,2,46.145,46.145,0.585,45.56,46.73,2.5,2,2,A
POPC:CHOL (21:11),thickness_DB,-,computational,25C,1,48.06,48.06,0.0,48.06,48.06,0.0,1,1,A
POPC:CHOL (21:11),thickness_DB,-,computational,30C,1,48.05,48.05,0.0,48.05,48.05,0.0,1,1,A
POPC:CHOL (25:39),thickness_DB,-,computational,25C,1,44.78,44.78,0.0,44.78,44.78,0.0,1,1,A
POPC:CHOL (27:5),thickness_DB,-,computational,30C,1,43.77,43.77,0.0,43.77,43.77,0.0,1,1,A
POPC:CHOL (32:13),thickness_DB,-,computational,25C,12,47.4592,47.64,1.5379,44.49,49.38,10.3,4,4,A
POPC:CHOL (4:1),thickness_DB,-,computational,25C,12,45.1417,45.35,1.6746,42.53,47.81,11.7,4,4,A
POPC:CHOL (4:1),thickness_DB,-,computational,35C,1,44.1,44.1,0.0,44.1,44.1,0.0,1,1,A
POPC:CHOL (55:9),thickness_DB,-,computational,25C,1,44.95,44.95,0.0,44.95,44.95,0.0,1,1,A
POPC:CHOL (57:7),thickness_DB,-,computational,35C,1,42.02,42.02,0.0,42.02,42.02,0.0,1,1,A
POPC:CHOL (7:3),thickness_DB,-,computational,30C,3,48.34,48.39,0.7561,47.39,49.24,3.8,3,1,A
POPC:CHOL (8:1),thickness_DB,-,computational,25C,12,42.9325,42.895,1.3981,40.75,44.93,9.7,4,4,A
POPC:CHOL (8:5),thickness_DB,-,computational,25C,12,48.405,48.515,1.2682,46.23,50.15,8.1,4,4,A
POPC:CHOL (8:7),thickness_DB,-,computational,25C,12,47.7392,47.92,0.944,46.25,49.17,6.1,4,4,A
POPC:CHOL:SAPI25 (119:23:8),thickness_DB,-,computational,25C,1,46.63,46.63,0.0,46.63,46.63,0.0,1,1,A
POPC:CHOL:SAPI25 (127:15:8),thickness_DB,-,computational,25C,1,45.34,45.34,0.0,45.34,45.34,0.0,1,1,A
POPC:CHOL:SAPI25 (67:75:8),thickness_DB,-,computational,25C,1,47.75,47.75,0.0,47.75,47.75,0.0,1,1,A
POPC:CHOL:SAPI25 (97:45:8),thickness_DB,-,computational,25C,1,49.54,49.54,0.0,49.54,49.54,0.0,1,1,A
POPC:CHOL:SM16 (51:26:51),thickness_DB,-,computational,20C,1,48.77,48.77,0.0,48.77,48.77,0.0,1,1,A
POPC:DHMDMAB (10:3),thickness_DB,-,computational,40C,1,41.55,41.55,0.0,41.55,41.55,0.0,1,1,A
POPC:DHMDMAB (10:7),thickness_DB,-,computational,40C,2,41.18,41.18,0.0,41.18,41.18,0.0,2,2,A
POPC:DHMDMAB (1:1),thickness_DB,-,computational,40C,2,43.61,43.61,2.85,40.76,46.46,13.1,2,2,A
POPC:DHMDMAB (25:11),thickness_DB,-,computational,40C,1,39.92,39.92,0.0,39.92,39.92,0.0,1,1,A
POPC:DHMDMAB (25:22),thickness_DB,-,computational,40C,1,36.82,36.82,0.0,36.82,36.82,0.0,1,1,A
POPC:DHMDMAB (25:3),thickness_DB,-,computational,40C,2,42.205,42.205,0.635,41.57,42.84,3.0,2,2,A
POPC:DHMDMAB (25:7),thickness_DB,-,computational,40C,2,41.91,41.91,0.03,41.88,41.94,0.1,2,2,A
POPC:DHMDMAB (50:21),thickness_DB,-,computational,40C,2,40.84,40.84,0.25,40.59,41.09,1.2,2,2,A
POPC:DOPE (1:1),thickness_DB,-,computational,25C,1,40.77,40.77,0.0,40.77,40.77,0.0,1,1,A
POPC:GB3 (19:1),thickness_DB,-,computational,35C,4,43.2825,43.17,0.219,43.13,43.66,1.2,3,1,A
POPC:PAzePCdeprot (45:19),thickness_DB,-,computational,25C,1,38.77,38.77,0.0,38.77,38.77,0.0,1,1,A
POPC:PAzePCprot (45:19),thickness_DB,-,computational,25C,1,37.95,37.95,0.0,37.95,37.95,0.0,1,1,A
POPC:POPE (1:1),thickness_DB,-,computational,25C,4,43.555,43.41,1.8817,41.44,45.96,10.4,4,4,A
POPC:POPE:POPS:POPI:CER180:CHOL (67:30:7:13:5:6),thickness_DB,-,computational,35C,1,44.63,44.63,0.0,44.63,44.63,0.0,1,1,A
POPC:POPE:POPS:SAPI24:SM16:CHOL (82:58:28:6:59:152),thickness_DB,-,computational,35C,1,48.76,48.76,0.0,48.76,48.76,0.0,1,1,A
POPC:POPG (175:44),thickness_DB,-,computational,25C,3,44.8733,46.0,1.6574,42.53,46.09,7.9,3,1,A
POPC:POPG (1:1),thickness_DB,-,computational,25C,7,44.4186,44.78,2.1903,41.31,47.49,13.9,5,3,A
POPC:POPG (7:3),thickness_DB,-,computational,35C,2,44.82,44.82,0.31,44.51,45.13,1.4,2,1,A
POPC:POPS (13:3),thickness_DB,-,computational,35C,2,48.115,48.115,0.995,47.12,49.11,4.1,2,1,A
POPC:POPS (1:1),thickness_DB,-,computational,25C,2,44.685,44.685,1.565,43.12,46.25,7.0,1,1,A
POPC:POPS (51:13),thickness_DB,-,computational,35C,3,48.14,47.82,0.5322,47.71,48.89,2.5,3,1,A
POPC:POPS (5:1),thickness_DB,-,computational,25C,10,44.81,44.465,1.1469,42.62,46.45,8.5,3,3,A
POPC:POPS:CES (?),thickness_DB,-,computational,35C,1,44.94,44.94,0.0,44.94,44.94,0.0,1,1,A
POPC:SAPI25 (71:4),thickness_DB,-,computational,25C,1,42.99,42.99,0.0,42.99,42.99,0.0,1,1,A
POPC:SAPI25 (9:1),thickness_DB,-,computational,25C,1,43.53,43.53,0.0,43.53,43.53,0.0,1,1,A
POPC:TLCL_0H (22:3),thickness_DB,-,computational,25C,1,42.69,42.69,0.0,42.69,42.69,0.0,1,1,A
POPC:TLCL_0H (47:3),thickness_DB,-,computational,30C,1,42.01,42.01,0.0,42.01,42.01,0.0,1,1,A
POPC:TLCL_0H (4:1),thickness_DB,-,computational,30C,1,41.91,41.91,0.0,41.91,41.91,0.0,1,1,A
POPE,thickness_DB,-,computational,25C,2,46.07,46.07,3.24,42.83,49.31,14.1,2,2,A
POPE,thickness_DB,-,computational,30C,6,42.9017,43.3,2.6419,37.38,45.33,18.5,4,3,A
POPE,thickness_DB,-,computational,35C,18,43.7711,44.225,2.3939,37.7,47.98,23.5,15,7,A
POPE,thickness_DB,-,computational,40C,4,42.0125,41.98,0.6138,41.33,42.76,3.4,2,1,A
POPE:DOG (29:3),thickness_DB,-,computational,35C,1,44.25,44.25,0.0,44.25,44.25,0.0,1,1,A
POPE:DOG:CHOL (37:6:21),thickness_DB,-,computational,35C,1,45.06,45.06,0.0,45.06,45.06,0.0,1,1,A
POPE:POPC:POPS:CHOL:SM16:GM1 (24:38:5:20:9:4),thickness_DB,-,computational,25C,3,48.9367,49.77,1.3518,47.03,50.01,6.1,3,1,A
POPE:POPG (187:63),thickness_DB,-,computational,35C,2,44.965,44.965,0.115,44.85,45.08,0.5,2,1,A
POPE:SDG (29:3),thickness_DB,-,computational,35C,1,44.29,44.29,0.0,44.29,44.29,0.0,1,1,A
POPE:SDG:CHOL (37:6:21),thickness_DB,-,computational,35C,1,45.96,45.96,0.0,45.96,45.96,0.0,1,1,A
POPG,thickness_DB,-,computational,25C,2,38.815,38.815,0.415,38.4,39.23,2.1,2,2,A
POPG,thickness_DB,-,computational,35C,10,40.787,40.635,2.6873,37.33,44.5,17.6,10,4,A
POPG:DPPGK:TOCL (12:7:1),thickness_DB,-,computational,30C,1,44.66,44.66,0.0,44.66,44.66,0.0,1,1,A
POPG:POPC (1:1),thickness_DB,-,computational,25C,11,43.6155,43.48,2.313,40.34,47.77,17.0,9,3,A
POPG:POPC (1:4),thickness_DB,-,computational,25C,2,44.38,44.38,2.51,41.87,46.89,11.3,2,1,A
POPG:POPC (3:7),thickness_DB,-,computational,35C,5,40.656,40.67,1.0486,39.2,42.0,6.9,5,3,A
POPG:POPC (44:175),thickness_DB,-,computational,25C,6,41.9983,42.34,1.1399,40.29,43.66,8.0,6,2,A
POPG:POPE (187:63),thickness_DB,-,computational,35C,8,41.0588,41.16,2.0727,37.96,44.15,15.1,8,4,A
POPG:POPE (63:187),thickness_DB,-,computational,35C,6,42.4783,42.515,1.358,40.74,44.52,8.9,6,3,A
POPI:NH4 (?),thickness_DB,-,computational,35C,1,48.25,48.25,0.0,48.25,48.25,0.0,1,1,A
POPI:POPC:NH4 (?),thickness_DB,-,computational,35C,4,45.3925,45.69,1.5426,43.09,47.1,8.8,4,1,A
POPI:POPE:NH4 (?),thickness_DB,-,computational,35C,4,46.2775,46.265,0.8242,45.19,47.39,4.8,4,1,A
POPS,thickness_DB,-,computational,25C,23,46.0561,47.41,3.3529,39.04,51.2,26.4,13,7,A
POPS:POPC (1:1),thickness_DB,-,computational,25C,3,42.1467,41.62,1.9626,40.05,44.77,11.2,2,2,A
POPS:POPC (1:10),thickness_DB,-,computational,25C,2,41.515,41.515,0.265,41.25,41.78,1.3,1,1,A
POPS:POPC (1:4),thickness_DB,-,computational,25C,2,41.28,41.28,0.05,41.23,41.33,0.2,1,1,A
POPS:POPC (1:5),thickness_DB,-,computational,25C,32,43.4138,43.42,1.0795,41.25,45.56,9.9,14,3,A
POPS:POPC (1:5),thickness_DB,-,computational,45C,3,42.8567,42.57,0.4705,42.48,43.52,2.4,1,1,A
PYPC,thickness_DB,-,computational,60C,3,39.1467,38.85,0.4196,38.85,39.74,2.3,1,1,A
SD5PC,thickness_DB,-,computational,30C,2,42.955,42.955,0.085,42.87,43.04,0.4,1,1,A
SDPC,thickness_DB,-,computational,30C,4,42.12,42.18,0.1538,41.86,42.26,0.9,2,1,A
SDPE:DOG (29:3),thickness_DB,-,computational,35C,1,44.8,44.8,0.0,44.8,44.8,0.0,1,1,A
SDPE:DOG:CHOL (37:6:21),thickness_DB,-,computational,35C,1,45.67,45.67,0.0,45.67,45.67,0.0,1,1,A
SDPE:SDG (29:3),thickness_DB,-,computational,35C,1,44.84,44.84,0.0,44.84,44.84,0.0,1,1,A
SDPE:SDG:CHOL (37:6:21),thickness_DB,-,computational,35C,1,45.94,45.94,0.0,45.94,45.94,0.0,1,1,A
SLiPC,thickness_DB,-,computational,60C,3,41.78,41.52,0.3677,41.52,42.3,1.9,1,1,A
SM16,thickness_DB,-,computational,55C,1,45.15,45.15,0.0,45.15,45.15,0.0,1,1,A
SM16:POPC (3:7),thickness_DB,-,computational,25C,1,44.63,44.63,0.0,44.63,44.63,0.0,1,1,A
SM18,thickness_DB,-,computational,55C,1,47.89,47.89,0.0,47.89,47.89,0.0,1,1,A
SM18:POPC:CHOL (1:1:1),thickness_DB,-,computational,50C,1,50.28,50.28,0.0,50.28,50.28,0.0,1,1,A
SOPC,thickness_DB,-,computational,25C,3,44.3767,44.32,0.2201,44.14,44.67,1.2,1,1,A
SOPC,thickness_DB,-,computational,30C,1,44.16,44.16,0.0,44.16,44.16,0.0,1,1,A
SOPC,thickness_DB,-,computational,60C,3,42.8067,43.1,0.4148,42.22,43.1,2.1,1,1,A
SOPC,thickness_DB,-,experimental,20C,1,40.8,40.8,0.0,40.8,40.8,0.0,1,0,A
SOPC,thickness_DB,-,experimental,30C,1,40.0,40.0,0.0,40.0,40.0,0.0,1,0,A
SOPC,thickness_DB,-,experimental,50C,1,39.0,39.0,0.0,39.0,39.0,0.0,1,0,A
SOPC,thickness_DB,-,experimental,60C,1,38.5,38.5,0.0,38.5,38.5,0.0,1,0,A
TLCL_0H,thickness_DB,-,computational,30C,1,38.14,38.14,0.0,38.14,38.14,0.0,1,1,A
TLCL_0H:SAPC:POPE (4:9:7),thickness_DB,-,computational,35C,1,40.73,40.73,0.0,40.73,40.73,0.0,1,1,A
TMCL:BOG:TMA (?),thickness_DB,-,computational,30C,1,34.77,34.77,0.0,34.77,34.77,0.0,1,1,A
TOCL,thickness_DB,-,computational,30C,2,40.15,40.15,0.2,39.95,40.35,1.0,2,1,A
TOCL:POPC (1:1),thickness_DB,-,computational,35C,1,41.36,41.36,0.0,41.36,41.36,0.0,1,1,A
TOCL:POPC:POPE (1:2:1),thickness_DB,-,computational,35C,1,42.12,42.12,0.0,42.12,42.12,0.0,1,1,A
TOCL:POPE (1:1),thickness_DB,-,computational,35C,1,41.02,41.02,0.0,41.02,41.02,0.0,1,1,A
TOCL:TMA (?),thickness_DB,-,computational,30C,1,37.83,37.83,0.0,37.83,37.83,0.0,1,1,A
